date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:30	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:34%20GMT	https://adoptable-template.webflow.io/dog-tags/has-special-needs	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/has-special-needs	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:30	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:34%20GMT	https://adoptable-template.webflow.io/dog-tags/is-good-for-novice-owners	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/is-good-for-novice-owners	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:30	49894/49894	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:35%20GMT	https://adoptable-template.webflow.io/dog-tags/can-learn-tricks	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/can-learn-tricks.html	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:30	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:35%20GMT	https://adoptable-template.webflow.io/dog-tags/doesnt-shed-too-much	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/doesnt-shed-too-much	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:35%20GMT	https://adoptable-template.webflow.io/dog-tags/is-cat-friendly	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/is-cat-friendly	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:35%20GMT	https://adoptable-template.webflow.io/dog-tags/is-suited-to-apartment-life	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/is-suited-to-apartment-life	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:36%20GMT	https://adoptable-template.webflow.io/dog-tags/is-good-with-other-dogs	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/is-good-with-other-dogs	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:36%20GMT	https://adoptable-template.webflow.io/dog-tags/is-kid-friendly	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/is-kid-friendly	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:32	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:36%20GMT	https://adoptable-template.webflow.io/dog/sophie	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog/sophie	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:32	97995/97995	---M--	200	added ('OK')	image/jpeg	etag:%221032e069d01c908c0289d6037494bca8%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a670243842b_Dog%206_Pic%201_white-and-black-dalmatian-puppy-on-red-chair_photo%20by%20wildlittlethingsphoto.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a670243842b_Dog%206_Pic%201_white-and-black-dalmatian-puppy-on-red-chair_photo%20by%20wildlittlethingsphoto.jpg	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:32	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:36%20GMT	https://adoptable-template.webflow.io/dog/monty	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog/monty	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:32	88799/88799	---M--	200	added ('OK')	image/jpeg	etag:%22bc2c55af650b1f86b94319e58e2a62ec%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a494b4383fe_Adoptable-Webflow-Theme_Dog%203_Pic%203_pit%20bull-st-bernard-cross-outside_photo%20by%20bukatovamedia.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a494b4383fe_Adoptable-Webflow-Theme_Dog%203_Pic%203_pit%20bull-st-bernard-cross-outside_photo%20by%20bukatovamedia.jpg	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:32	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:37%20GMT	https://adoptable-template.webflow.io/dog/blitz	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog/blitz	(from https://adoptable-template.webflow.io/adopt-a-dog)
